"","Site","Cover","Year","AssSub","Gluc","Oxal","Glyc","AssTemp","LatN","LongE","Biome","MAT","MAP","MAT2","MAP2","MT3","MT2","MT1","Sand","Silt","Clay","Cper","Nper","Resp","SIR","pH","Hion","WHC","Moist","TotPLFA","SITE","COVER","YEAR","LogResp"
"402","CDR","forest",2011,"Glycine","0","0",1,20,45.4,-93.2,"temp",6.7,269,6.4,803,19.9,17.9,14.9,91.4,5.8,2.8,1.9,0.14,0.51,1.23,4.56,27.54,0.1193,6.57,47.33,"CDR","forest","2011",-0.673344553263766
"403","CWT","herb",2011,"Glycine","0","0",1,20,35,-83.5,"temp",13.3,1000,13,1752,21.1,23,24,71.2,25,3.8,2.58,0.2,0.59,2.04,5.47,3.39,0.6132,21.03,89.11,"CWT","herb","2011",-0.527632742082372
"404","CWT","forest",2011,"Glycine","0","0",1,20,35,-83.5,"temp",13.3,1000,13,1752,21.1,23,24,63.8,26.4,9.8,7.61,0.37,1.2,2.57,4.85,14.13,0.8537,27.86,89.33,"CWT","forest","2011",0.182321556793955
"405","HBR","herb",2011,"Glycine","0","0",1,20,43.94,-71.75,"temp",5.6,1400,6.8,1074,19.2,18.2,16.7,79.4,16.8,3.8,5.19,0.36,0.94,2.06,4.41,38.9,0.9379,31.49,146.13,"HBR","herb","2011",-0.0618754037180875
"406","HBR","forest",2011,"Glycine","0","0",1,20,43.94,-71.75,"temp",5.6,1400,6.8,1074,19.2,18.2,16.7,93.2,4,2.8,15.53,0.84,1.57,3.63,4.31,48.98,1.4838,47.97,315.15,"HBR","forest","2011",0.451075619360217
"407","HETF","herb",2011,"Glycine","0","0",1,20,19.81,-155.26,"trop",15,1618,21.7,3720,22.4,22.6,22.7,95.4,0.8,3.8,10.4,0.7,0.32,1.94,5.54,2.88,1.565,47.26,92.87,"HETF","herb","2011",-1.13943428318836
"408","HETF","forest",2011,"Glycine","0","0",1,20,19.81,-155.26,"trop",15,1618,21.7,3720,22.4,22.6,22.7,73.4,23.8,2.8,15.02,1.12,1.71,20.73,4.09,81.28,2.836,63.54,262.84,"HETF","forest","2011",0.536493370514568
"409","HFR","herb",2011,"Glycine","0","0",1,20,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,65.2,28.8,6,2.81,0.22,0.74,1.51,7.77,0.02,0.5023,6.63,38.78,"HFR","herb","2011",-0.301105092783922
"410","HFR","forest",2011,"Glycine","0","0",1,20,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,NA,NA,NA,20.83,1.04,40.01,41.9,4.24,57.54,5.6102,64.32,542.59,"HFR","forest","2011",3.68912942286914
"411","KBS","herb",2011,"Glycine","0","0",1,20,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,38.2,52,9.8,3.44,0.29,1.02,3.33,5.65,2.24,0.6459,8.46,82.2,"KBS","herb","2011",0.0198026272961797
"412","KBS","forest",2011,"Glycine","0","0",1,20,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,59.2,33.6,7.2,2.87,0.19,1.13,1.6,5.32,4.79,0.3357,11.66,37.99,"KBS","forest","2011",0.122217632724249
"413","KNZ","herb",2011,"Glycine","0","0",1,20,39.09,-96.57,"temp",12.9,847,12.2,868,18.2,20.8,24.3,18.4,49.8,31.8,3.05,0.27,0.63,1.8,6.6,0.25,0.4927,13.16,17.3,"KNZ","herb","2011",-0.462035459596559
"414","KNZ","forest",2011,"Glycine","0","0",1,20,39.09,-96.57,"temp",12.9,847,12.2,868,18.2,20.8,24.3,64.2,23.2,12.6,10.46,0.82,0.98,2,8.1,0.01,0.7153,19.33,119.59,"KNZ","forest","2011",-0.0202027073175195
"415","LUQ","herb",2011,"Glycine","0","0",1,20,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,26.6,31.4,42,4.58,0.38,0.42,2.33,5.33,4.68,0.742,39,89.14,"LUQ","herb","2011",-0.867500567704723
"416","LUQ","forest",2011,"Glycine","0","0",1,20,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,24,31.8,44.2,6.1,0.45,0.4,2.15,5.31,4.9,0.9733,44.61,71.49,"LUQ","forest","2011",-0.916290731874155
"417","NWT","herb",2011,"Glycine","0","0",1,20,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,62,31.6,6.4,8.16,0.71,0.58,1.48,4.36,43.65,1.0372,39.57,118.24,"NWT","herb","2011",-0.544727175441672
"418","NWT","forest",2011,"Glycine","0","0",1,20,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,46.8,38,15.2,14.2,0.89,2.27,8.86,4.46,34.67,2.7154,62.85,308.17,"NWT","forest","2011",0.819779831493311
"441","AND","herb",2011,"Glucose","1","0",0,28,44.21,-122.26,"temp",8.5,2257,9.3,1768,6.5,8.4,10.8,71.8,26.8,1.4,10.1,0.77,1.55,2.61,5.22,6.03,1.3234,39.51,199.75,"AND","herb","2011",0.438254930931155
"442","AND","forest",2011,"Glucose","1","0",0,28,44.21,-122.26,"temp",8.5,2257,9.3,1768,6.5,8.4,10.8,79.8,18.2,1.8,12.58,0.47,1.85,3.1,4.77,16.98,2.0783,50.34,236.37,"AND","forest","2011",0.615185639090233
"443","BNZ","herb",2011,"Glucose","1","0",0,28,64.85,-147.84,"bor",-2.94,269,-2,324,7.9,12.3,14.5,NA,NA,NA,10.18,0.64,0.65,1.04,4.89,12.88,0.6576,22.41,42.3,"BNZ","herb","2011",-0.430782916092454
"444","BNZ","forest",2011,"Glucose","1","0",0,28,64.85,-147.84,"bor",-2.94,269,-2,324,7.9,12.3,14.5,23.8,68.4,7.8,5.16,0.31,1.55,2.9,5.49,3.24,0.8121,13.32,46.96,"BNZ","forest","2011",0.438254930931155
"445","CDR","herb",2011,"Glucose","1","0",0,28,45.4,-93.2,"temp",6.7,269,6.4,803,19.9,17.9,14.9,93.8,5.6,0.6,0.88,0.08,0.89,0.71,6.05,0.89,0.2938,5.12,15.95,"CDR","herb","2011",-0.116533816255952
"446","CDR","forest",2011,"Glucose","1","0",0,28,45.4,-93.2,"temp",6.7,269,6.4,803,19.9,17.9,14.9,91.4,5.8,2.8,1.9,0.14,1.64,1.23,4.56,27.54,0.1193,6.57,47.33,"CDR","forest","2011",0.494696241836107
"447","CWT","herb",2011,"Glucose","1","0",0,28,35,-83.5,"temp",13.3,1000,13,1752,21.1,23,24,71.2,25,3.8,2.58,0.2,1.58,2.04,5.47,3.39,0.6132,21.03,89.11,"CWT","herb","2011",0.457424847038875
"448","CWT","forest",2011,"Glucose","1","0",0,28,35,-83.5,"temp",13.3,1000,13,1752,21.1,23,24,63.8,26.4,9.8,7.61,0.37,1.91,2.57,4.85,14.13,0.8537,27.86,89.33,"CWT","forest","2011",0.647103242058538
"449","HBR","herb",2011,"Glucose","1","0",0,28,43.94,-71.75,"temp",5.6,1400,6.8,1074,19.2,18.2,16.7,79.4,16.8,3.8,5.19,0.36,1.5,2.06,4.41,38.9,0.9379,31.49,146.13,"HBR","herb","2011",0.405465108108164
"450","HBR","forest",2011,"Glucose","1","0",0,28,43.94,-71.75,"temp",5.6,1400,6.8,1074,19.2,18.2,16.7,93.2,4,2.8,15.53,0.84,1.62,3.63,4.31,48.98,1.4838,47.97,315.15,"HBR","forest","2011",0.482426149244293
"451","HETF","herb",2011,"Glucose","1","0",0,28,19.81,-155.26,"trop",15,1618,21.7,3720,22.4,22.6,22.7,95.4,0.8,3.8,10.4,0.7,0.6,1.94,5.54,2.88,1.565,47.26,92.87,"HETF","herb","2011",-0.510825623765991
"452","HETF","forest",2011,"Glucose","1","0",0,28,19.81,-155.26,"trop",15,1618,21.7,3720,22.4,22.6,22.7,73.4,23.8,2.8,15.02,1.12,1.96,20.73,4.09,81.28,2.836,63.54,262.84,"HETF","forest","2011",0.672944473242426
"453","HFR","herb",2011,"Glucose","1","0",0,28,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,65.2,28.8,6,2.81,0.22,0.85,1.51,7.77,0.02,0.5023,6.63,38.78,"HFR","herb","2011",-0.162518929497775
"454","HFR","forest",2011,"Glucose","1","0",0,28,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,NA,NA,NA,20.83,1.04,62.58,41.9,4.24,57.54,5.6102,64.32,542.59,"HFR","forest","2011",4.13644573824074
"455","KBS","herb",2011,"Glucose","1","0",0,28,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,38.2,52,9.8,3.44,0.29,3.33,3.33,5.65,2.24,0.6459,8.46,82.2,"KBS","herb","2011",1.20297230399235
"456","KBS","forest",2011,"Glucose","1","0",0,28,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,59.2,33.6,7.2,2.87,0.19,1.72,1.6,5.32,4.79,0.3357,11.66,37.99,"KBS","forest","2011",0.542324290825362
"457","KNZ","herb",2011,"Glucose","1","0",0,28,39.09,-96.57,"temp",12.9,847,12.2,868,18.2,20.8,24.3,18.4,49.8,31.8,3.05,0.27,1.35,1.8,6.6,0.25,0.4927,13.16,17.3,"KNZ","herb","2011",0.300104592450338
"458","KNZ","forest",2011,"Glucose","1","0",0,28,39.09,-96.57,"temp",12.9,847,12.2,868,18.2,20.8,24.3,64.2,23.2,12.6,10.46,0.82,1.47,2,8.1,0.01,0.7153,19.33,119.59,"KNZ","forest","2011",0.385262400790645
"459","LUQ","herb",2011,"Glucose","1","0",0,28,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,26.6,31.4,42,4.58,0.38,0.55,2.33,5.33,4.68,0.742,39,89.14,"LUQ","herb","2011",-0.59783700075562
"460","LUQ","forest",2011,"Glucose","1","0",0,28,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,24,31.8,44.2,6.1,0.45,0.78,2.15,5.31,4.9,0.9733,44.61,71.49,"LUQ","forest","2011",-0.2484613592985
"461","NWT","herb",2011,"Glucose","1","0",0,28,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,62,31.6,6.4,8.16,0.71,0.99,1.48,4.36,43.65,1.0372,39.57,118.24,"NWT","herb","2011",-0.0100503358535015
"462","NWT","forest",2011,"Glucose","1","0",0,28,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,46.8,38,15.2,14.2,0.89,2.09,8.86,4.46,34.67,2.7154,62.85,308.17,"NWT","forest","2011",0.73716406597672
"463","AND","herb",2011,"Oxalic","0","1",0,28,44.21,-122.26,"temp",8.5,2257,9.3,1768,6.5,8.4,10.8,71.8,26.8,1.4,10.1,0.77,1.19,2.61,5.22,6.03,1.3234,39.51,199.75,"AND","herb","2011",0.173953307123438
"464","AND","forest",2011,"Oxalic","0","1",0,28,44.21,-122.26,"temp",8.5,2257,9.3,1768,6.5,8.4,10.8,79.8,18.2,1.8,12.58,0.47,2.5,3.1,4.77,16.98,2.0783,50.34,236.37,"AND","forest","2011",0.916290731874155
"465","BNZ","herb",2011,"Oxalic","0","1",0,28,64.85,-147.84,"bor",-2.94,269,-2,324,7.9,12.3,14.5,NA,NA,NA,10.18,0.64,0.58,1.04,4.89,12.88,0.6576,22.41,42.3,"BNZ","herb","2011",-0.544727175441672
"466","BNZ","forest",2011,"Oxalic","0","1",0,28,64.85,-147.84,"bor",-2.94,269,-2,324,7.9,12.3,14.5,23.8,68.4,7.8,5.16,0.31,1.07,2.9,5.49,3.24,0.8121,13.32,46.96,"BNZ","forest","2011",0.0676586484738149
"467","CDR","herb",2011,"Oxalic","0","1",0,28,45.4,-93.2,"temp",6.7,269,6.4,803,19.9,17.9,14.9,93.8,5.6,0.6,0.88,0.08,0.23,0.71,6.05,0.89,0.2938,5.12,15.95,"CDR","herb","2011",-1.46967597005894
"468","CDR","forest",2011,"Oxalic","0","1",0,28,45.4,-93.2,"temp",6.7,269,6.4,803,19.9,17.9,14.9,91.4,5.8,2.8,1.9,0.14,1.07,1.23,4.56,27.54,0.1193,6.57,47.33,"CDR","forest","2011",0.0676586484738149
"469","CWT","herb",2011,"Oxalic","0","1",0,28,35,-83.5,"temp",13.3,1000,13,1752,21.1,23,24,71.2,25,3.8,2.58,0.2,0.53,2.04,5.47,3.39,0.6132,21.03,89.11,"CWT","herb","2011",-0.63487827243597
"470","CWT","forest",2011,"Oxalic","0","1",0,28,35,-83.5,"temp",13.3,1000,13,1752,21.1,23,24,63.8,26.4,9.8,7.61,0.37,1.42,2.57,4.85,14.13,0.8537,27.86,89.33,"CWT","forest","2011",0.350656871613169
"471","HBR","herb",2011,"Oxalic","0","1",0,28,43.94,-71.75,"temp",5.6,1400,6.8,1074,19.2,18.2,16.7,79.4,16.8,3.8,5.19,0.36,1.64,2.06,4.41,38.9,0.9379,31.49,146.13,"HBR","herb","2011",0.494696241836107
"472","HBR","forest",2011,"Oxalic","0","1",0,28,43.94,-71.75,"temp",5.6,1400,6.8,1074,19.2,18.2,16.7,93.2,4,2.8,15.53,0.84,6.17,3.63,4.31,48.98,1.4838,47.97,315.15,"HBR","forest","2011",1.8196988379173
"473","HETF","herb",2011,"Oxalic","0","1",0,28,19.81,-155.26,"trop",15,1618,21.7,3720,22.4,22.6,22.7,95.4,0.8,3.8,10.4,0.7,0.48,1.94,5.54,2.88,1.565,47.26,92.87,"HETF","herb","2011",-0.7339691750802
"474","HETF","forest",2011,"Oxalic","0","1",0,28,19.81,-155.26,"trop",15,1618,21.7,3720,22.4,22.6,22.7,73.4,23.8,2.8,15.02,1.12,3.77,20.73,4.09,81.28,2.836,63.54,262.84,"HETF","forest","2011",1.32707500145992
"475","HFR","herb",2011,"Oxalic","0","1",0,28,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,65.2,28.8,6,2.81,0.22,0.42,1.51,7.77,0.02,0.5023,6.63,38.78,"HFR","herb","2011",-0.867500567704723
"476","HFR","forest",2011,"Oxalic","0","1",0,28,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,NA,NA,NA,20.83,1.04,170.67,41.9,4.24,57.54,5.6102,64.32,542.59,"HFR","forest","2011",5.13973186743067
"477","KBS","herb",2011,"Oxalic","0","1",0,28,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,38.2,52,9.8,3.44,0.29,1.53,3.33,5.65,2.24,0.6459,8.46,82.2,"KBS","herb","2011",0.425267735404344
"478","KBS","forest",2011,"Oxalic","0","1",0,28,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,59.2,33.6,7.2,2.87,0.19,0.7,1.6,5.32,4.79,0.3357,11.66,37.99,"KBS","forest","2011",-0.356674943938732
"479","KNZ","herb",2011,"Oxalic","0","1",0,28,39.09,-96.57,"temp",12.9,847,12.2,868,18.2,20.8,24.3,18.4,49.8,31.8,3.05,0.27,0.52,1.8,6.6,0.25,0.4927,13.16,17.3,"KNZ","herb","2011",-0.653926467406664
"481","LUQ","herb",2011,"Oxalic","0","1",0,28,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,26.6,31.4,42,4.58,0.38,0.4,2.33,5.33,4.68,0.742,39,89.14,"LUQ","herb","2011",-0.916290731874155
"482","LUQ","forest",2011,"Oxalic","0","1",0,28,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,24,31.8,44.2,6.1,0.45,0.58,2.15,5.31,4.9,0.9733,44.61,71.49,"LUQ","forest","2011",-0.544727175441672
"483","NWT","herb",2011,"Oxalic","0","1",0,28,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,62,31.6,6.4,8.16,0.71,1.06,1.48,4.36,43.65,1.0372,39.57,118.24,"NWT","herb","2011",0.0582689081239758
"484","NWT","forest",2011,"Oxalic","0","1",0,28,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,46.8,38,15.2,14.2,0.89,4.06,8.86,4.46,34.67,2.7154,62.85,308.17,"NWT","forest","2011",1.40118297361364
"485","AND","herb",2011,"Glycine","0","0",1,28,44.21,-122.26,"temp",8.5,2257,9.3,1768,6.5,8.4,10.8,71.8,26.8,1.4,10.1,0.77,2.12,2.61,5.22,6.03,1.3234,39.51,199.75,"AND","herb","2011",0.751416088683921
"486","AND","forest",2011,"Glycine","0","0",1,28,44.21,-122.26,"temp",8.5,2257,9.3,1768,6.5,8.4,10.8,79.8,18.2,1.8,12.58,0.47,2.35,3.1,4.77,16.98,2.0783,50.34,236.37,"AND","forest","2011",0.854415328156068
"487","BNZ","herb",2011,"Glycine","0","0",1,28,64.85,-147.84,"bor",-2.94,269,-2,324,7.9,12.3,14.5,NA,NA,NA,10.18,0.64,0.56,1.04,4.89,12.88,0.6576,22.41,42.3,"BNZ","herb","2011",-0.579818495252942
"488","BNZ","forest",2011,"Glycine","0","0",1,28,64.85,-147.84,"bor",-2.94,269,-2,324,7.9,12.3,14.5,23.8,68.4,7.8,5.16,0.31,1.49,2.9,5.49,3.24,0.8121,13.32,46.96,"BNZ","forest","2011",0.398776119957368
"489","CDR","herb",2011,"Glycine","0","0",1,28,45.4,-93.2,"temp",6.7,269,6.4,803,19.9,17.9,14.9,93.8,5.6,0.6,0.88,0.08,0.61,0.71,6.05,0.89,0.2938,5.12,15.95,"CDR","herb","2011",-0.49429632181478
"490","CDR","forest",2011,"Glycine","0","0",1,28,45.4,-93.2,"temp",6.7,269,6.4,803,19.9,17.9,14.9,91.4,5.8,2.8,1.9,0.14,1.38,1.23,4.56,27.54,0.1193,6.57,47.33,"CDR","forest","2011",0.322083499169113
"491","CWT","herb",2011,"Glycine","0","0",1,28,35,-83.5,"temp",13.3,1000,13,1752,21.1,23,24,71.2,25,3.8,2.58,0.2,0.9,2.04,5.47,3.39,0.6132,21.03,89.11,"CWT","herb","2011",-0.105360515657826
"492","CWT","forest",2011,"Glycine","0","0",1,28,35,-83.5,"temp",13.3,1000,13,1752,21.1,23,24,63.8,26.4,9.8,7.61,0.37,1.9,2.57,4.85,14.13,0.8537,27.86,89.33,"CWT","forest","2011",0.641853886172395
"493","HBR","herb",2011,"Glycine","0","0",1,28,43.94,-71.75,"temp",5.6,1400,6.8,1074,19.2,18.2,16.7,79.4,16.8,3.8,5.19,0.36,1.85,2.06,4.41,38.9,0.9379,31.49,146.13,"HBR","herb","2011",0.615185639090233
"494","HBR","forest",2011,"Glycine","0","0",1,28,43.94,-71.75,"temp",5.6,1400,6.8,1074,19.2,18.2,16.7,93.2,4,2.8,15.53,0.84,2.23,3.63,4.31,48.98,1.4838,47.97,315.15,"HBR","forest","2011",0.802001585472027
"495","HETF","herb",2011,"Glycine","0","0",1,28,19.81,-155.26,"trop",15,1618,21.7,3720,22.4,22.6,22.7,95.4,0.8,3.8,10.4,0.7,0.46,1.94,5.54,2.88,1.565,47.26,92.87,"HETF","herb","2011",-0.776528789498996
"496","HETF","forest",2011,"Glycine","0","0",1,28,19.81,-155.26,"trop",15,1618,21.7,3720,22.4,22.6,22.7,73.4,23.8,2.8,15.02,1.12,2.59,20.73,4.09,81.28,2.836,63.54,262.84,"HETF","forest","2011",0.951657875711446
"497","HFR","herb",2011,"Glycine","0","0",1,28,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,65.2,28.8,6,2.81,0.22,1.45,1.51,7.77,0.02,0.5023,6.63,38.78,"HFR","herb","2011",0.371563556432483
"498","HFR","forest",2011,"Glycine","0","0",1,28,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,NA,NA,NA,20.83,1.04,63.25,41.9,4.24,57.54,5.6102,64.32,542.59,"HFR","forest","2011",4.14709512760763
"499","KBS","herb",2011,"Glycine","0","0",1,28,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,38.2,52,9.8,3.44,0.29,2.18,3.33,5.65,2.24,0.6459,8.46,82.2,"KBS","herb","2011",0.779324876800998
"500","KBS","forest",2011,"Glycine","0","0",1,28,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,59.2,33.6,7.2,2.87,0.19,1.93,1.6,5.32,4.79,0.3357,11.66,37.99,"KBS","forest","2011",0.657520002916794
"501","KNZ","herb",2011,"Glycine","0","0",1,28,39.09,-96.57,"temp",12.9,847,12.2,868,18.2,20.8,24.3,18.4,49.8,31.8,3.05,0.27,0.87,1.8,6.6,0.25,0.4927,13.16,17.3,"KNZ","herb","2011",-0.139262067333508
"502","KNZ","forest",2011,"Glycine","0","0",1,28,39.09,-96.57,"temp",12.9,847,12.2,868,18.2,20.8,24.3,64.2,23.2,12.6,10.46,0.82,1.51,2,8.1,0.01,0.7153,19.33,119.59,"KNZ","forest","2011",0.412109650826833
"503","LUQ","herb",2011,"Glycine","0","0",1,28,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,26.6,31.4,42,4.58,0.38,0.8,2.33,5.33,4.68,0.742,39,89.14,"LUQ","herb","2011",-0.22314355131421
"504","LUQ","forest",2011,"Glycine","0","0",1,28,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,24,31.8,44.2,6.1,0.45,0.68,2.15,5.31,4.9,0.9733,44.61,71.49,"LUQ","forest","2011",-0.385662480811985
"505","NWT","herb",2011,"Glycine","0","0",1,28,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,62,31.6,6.4,8.16,0.71,1.01,1.48,4.36,43.65,1.0372,39.57,118.24,"NWT","herb","2011",0.00995033085316809
"506","NWT","forest",2011,"Glycine","0","0",1,28,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,46.8,38,15.2,14.2,0.89,3.56,8.86,4.46,34.67,2.7154,62.85,308.17,"NWT","forest","2011",1.26976054486394
"529","AND","herb",2012,"Glucose","1","0",0,12,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,71.8,26.8,1.4,10.1,0.77,0.52,2.53,5.13,7.41,1.228,39.83,151.39,"AND","herb","2012",-0.653926467406664
"530","AND","forest",2012,"Glucose","1","0",0,12,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,79.8,18.2,1.8,12.58,0.47,0.65,2.52,4.85,14.13,2.0903,53.08,211.13,"AND","forest","2012",-0.430782916092454
"531","BNZ","herb",2012,"Glucose","1","0",0,12,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,NA,NA,NA,10.18,0.64,0.1,0.38,4.79,16.22,0.4744,28.3,18.31,"BNZ","herb","2012",-2.30258509299405
"532","BNZ","forest",2012,"Glucose","1","0",0,12,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,23.8,68.4,7.8,5.16,0.31,0.13,0.91,5.78,1.66,0.3967,19.92,23.42,"BNZ","forest","2012",-2.04022082852655
"533","CDR","herb",2012,"Glucose","1","0",0,12,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,93.8,5.6,0.6,0.88,0.08,0.33,0.84,5.73,1.86,0.2988,4.11,20.13,"CDR","herb","2012",-1.10866262452161
"534","CDR","forest",2012,"Glucose","1","0",0,12,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,91.4,5.8,2.8,1.9,0.14,0.16,0.56,4.5,31.62,0.2916,7.86,18.08,"CDR","forest","2012",-1.83258146374831
"535","CWT","herb",2012,"Glucose","1","0",0,12,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,71.2,25,3.8,2.58,0.2,0.55,2.99,5.39,4.07,0.91,26.88,112.15,"CWT","herb","2012",-0.59783700075562
"536","CWT","forest",2012,"Glucose","1","0",0,12,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,63.8,26.4,9.8,7.61,0.37,0.41,2.53,4.49,32.36,0.775,24.36,77.67,"CWT","forest","2012",-0.891598119283784
"537","HBR","herb",2012,"Glucose","1","0",0,12,43.94,-71.75,"temp",5.6,1400,6.8,1074,11.8,14.3,17.3,79.4,16.8,3.8,5.19,0.36,0.28,2.22,4.09,81.28,0.975,32.39,153.25,"HBR","herb","2012",-1.27296567581289
"538","HBR","forest",2012,"Glucose","1","0",0,12,43.94,-71.75,"temp",5.6,1400,6.8,1074,11.8,14.3,17.3,93.2,4,2.8,15.53,0.84,12.37,19.39,4.61,24.55,5.7022,76.62,491.08,"HBR","forest","2012",2.5152741864044
"539","HETF","herb",2012,"Glucose","1","0",0,12,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,95.4,0.8,3.8,10.4,0.7,0.15,1.74,5.48,3.31,1.3301,47.17,72.78,"HETF","herb","2012",-1.89711998488588
"540","HETF","forest",2012,"Glucose","1","0",0,12,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,73.4,23.8,2.8,15.02,1.12,0.6,2.71,3.85,141.25,2.9885,65.27,237.43,"HETF","forest","2012",-0.510825623765991
"541","HFR","herb",2012,"Glucose","1","0",0,12,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,65.2,28.8,6,2.81,0.22,0.13,1.38,7.64,0.02,0.5311,16.83,38.63,"HFR","herb","2012",-2.04022082852655
"542","HFR","forest",2012,"Glucose","1","0",0,12,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,NA,NA,NA,20.83,1.04,10.34,25,4.41,38.9,4.3283,64.88,420.81,"HFR","forest","2012",2.33601986908028
"543","KBS","herb",2012,"Glucose","1","0",0,12,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,38.2,52,9.8,3.44,0.29,0.73,3.58,5.61,2.45,0.6803,20.23,110.82,"KBS","herb","2012",-0.3147107448397
"544","KBS","forest",2012,"Glucose","1","0",0,12,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,59.2,33.6,7.2,2.87,0.19,0.34,1.56,5.45,3.55,0.4855,15.59,57.98,"KBS","forest","2012",-1.07880966137193
"545","KNZ","herb",2012,"Glucose","1","0",0,12,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,18.4,49.8,31.8,3.05,0.27,0.35,3.2,6.94,0.11,0.5525,8.31,42.06,"KNZ","herb","2012",-1.04982212449868
"546","KNZ","forest",2012,"Glucose","1","0",0,12,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,64.2,23.2,12.6,10.46,0.82,0.45,3.39,7.91,0.01,0.8035,22.83,110.46,"KNZ","forest","2012",-0.798507696217772
"547","LUQ","herb",2012,"Glucose","1","0",0,12,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,26.6,31.4,42,4.58,0.38,0.12,0.91,5.02,9.55,1.0972,48.9,54.56,"LUQ","herb","2012",-2.12026353620009
"548","LUQ","forest",2012,"Glucose","1","0",0,12,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,24,31.8,44.2,6.1,0.45,0.17,1.05,4.69,20.42,1.449,54.18,36.77,"LUQ","forest","2012",-1.77195684193188
"549","NWT","herb",2012,"Glucose","1","0",0,12,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,62,31.6,6.4,8.16,0.71,0.35,1.58,4.3,50.12,0.8758,31.63,89.42,"NWT","herb","2012",-1.04982212449868
"550","NWT","forest",2012,"Glucose","1","0",0,12,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,46.8,38,15.2,14.2,0.89,1.11,2.83,4.64,22.91,2.5897,65.44,280.35,"NWT","forest","2012",0.104360015324243
"551","AND","herb",2012,"Oxalic","0","1",0,12,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,71.8,26.8,1.4,10.1,0.77,0.24,2.53,5.13,7.41,1.228,39.83,151.39,"AND","herb","2012",-1.42711635564015
